,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-08-01T11:00:00+02:00,144.5450326,129.8228534,240.9083877,99.04011494,95.02497515,182.0196707,167.2974915,228.8629683,234.216488,260.9840867,0,0,354.6706819,259.6457067,424.2664383,133.8379932,0,445.6805172,242.2467676,171.3126313,0,0,0,0
sc01,y2030,2030-08-01T12:00:00+02:00,144.0232665,129.3542301,240.0387775,98.68260854,94.68196225,181.3626319,166.6935955,228.0368387,233.3710337,260.042009,0,0,353.3904225,258.7084602,422.7349582,133.3548764,0,444.0717384,241.3723263,170.6942418,0,0,0,0
sc01,y2030,2030-08-01T13:00:00+02:00,143.3475684,128.7473531,238.912614,98.21963019,94.23775329,180.5117528,165.9115375,226.9669833,232.2761525,258.8219985,0,0,351.7324594,257.4947062,420.751659,132.72923,0,441.9883358,240.2399063,169.8934144,0,0,0,0
sc01,y2030,2030-08-01T14:00:00+02:00,141.6402111,127.2138933,236.0670185,97.04977426,93.11532395,178.3617473,163.9354295,224.2636675,229.5096013,255.73927,0,0,347.5431105,254.4277866,415.7402492,131.1483436,0,436.7239842,237.3785019,167.8698798,0,0,0,0
sc01,y2030,2030-08-01T15:00:00+02:00,141.1176073,126.7445177,235.1960122,96.69169392,92.77176038,177.7036537,163.330564,223.4362116,228.6627897,254.7956799,0,0,346.2607958,253.4890354,414.2063104,130.6644512,0,435.1126226,236.5026567,167.2504976,0,0,0,0
sc01,y2030,2030-08-01T16:00:00+02:00,141.7794717,127.3389699,236.2991195,97.14519355,93.20687489,178.5371125,164.0966107,224.4841635,229.735255,255.9907127,0,0,347.8848147,254.6779399,416.1490048,131.2772886,0,437.153371,237.6118923,168.0349294,0,0,0,0
sc01,y2030,2030-08-01T17:00:00+02:00,143.2025835,128.6171352,238.6709726,98.12028872,94.14243918,180.3291793,165.7437309,226.7374239,232.0412233,258.5602203,0,0,351.3767096,257.2342704,420.3261017,132.5949848,0,441.5412992,239.9969224,169.7215805,0,0,0,0
sc01,y2030,2030-08-01T18:00:00+02:00,152.3463358,136.8295793,253.9105596,104.3854523,100.1536096,191.8435339,176.3267775,241.2150316,246.8574885,275.0697729,0,0,373.8127683,273.6591587,447.1647078,141.061422,0,469.7345353,255.3211738,180.5586202,0,0,0,0
sc01,y2030,2030-08-01T19:00:00+02:00,155.2933283,139.4764153,258.8222139,106.4046879,102.0909844,195.5545616,179.7376485,245.8811032,251.6327079,280.3907317,0,0,381.0438149,278.9528305,455.8146767,143.7901188,0,478.8210957,260.2601151,184.0513521,0,0,0,0
sc01,y2030,2030-08-01T20:00:00+02:00,153.3038859,137.6896012,255.5064765,105.0415514,100.7831102,193.0493378,177.4350531,242.7311526,248.4090743,276.7986828,0,0,376.1623126,275.3792024,449.9752946,141.9480425,0,472.6869814,256.9259569,181.6934944,0,0,0,0
sc01,y2030,2030-08-01T21:00:00+02:00,149.2810223,134.0764738,248.8017039,102.2851449,98.13844986,187.9835096,172.778961,236.3616187,241.8905454,269.5351792,0,0,366.2913974,268.1529475,438.1674452,138.2231688,0,460.2831522,250.1839356,176.9256561,0,0,0,0
sc01,y2030,2030-08-01T22:00:00+02:00,139.3147163,125.1252545,232.1911939,95.45637971,91.58652648,175.4333465,161.2438847,220.5816342,225.7414385,251.5404601,0,0,341.8370355,250.250509,408.9144915,128.9951077,0,429.5537087,233.481145,165.1137379,0,0,0,0
sc01,y2030,2030-08-01T23:00:00+02:00,123.2058099,110.65707,205.3430165,84.41879567,80.99641206,155.1480569,142.599317,195.0758657,199.6390438,222.4549345,0,0,302.310552,221.31414,361.6318679,114.0794536,0,379.8845805,206.483811,146.0217006,0,0,0,0
sc01,y2030,2030-08-02T00:00:00+02:00,102.2315163,91.81904709,170.3858606,70.04752046,67.20775612,128.7359835,118.3235143,161.8665675,165.65292,184.5846823,0,0,250.8458503,183.6380942,300.0684322,94.65881143,0,315.2138421,171.3324487,121.1632786,0,0,0,0
sc01,y2030,2030-08-02T01:00:00+02:00,91.93430607,82.57062675,153.2238435,62.99202453,60.43829381,115.7691262,106.4054468,145.5626513,148.9676256,165.9924971,0,0,225.5795473,165.1412535,269.8442132,85.12435747,0,283.4641104,154.075087,108.9591776,0,0,0,0
sc01,y2030,2030-08-02T02:00:00+02:00,84.68316833,76.05803081,141.1386139,58.02365237,55.67134214,106.6380638,98.0129263,134.0816832,137.2180968,152.900165,0,0,207.7874038,152.1160616,248.5607811,78.41034104,0,261.1064357,141.9227173,100.3652365,0,0,0,0
sc01,y2030,2030-08-02T03:00:00+02:00,80.17539173,72.00937961,133.6256529,54.93499063,52.70789641,100.9616044,92.79559228,126.9443702,129.9138292,144.7611239,0,0,196.7266556,144.0187592,235.329622,74.23647382,0,247.2074578,134.3680176,95.02268649,0,0,0,0
sc01,y2030,2030-08-02T04:00:00+02:00,80.47992772,72.28289805,134.1332129,55.14365418,52.90810063,101.3450942,93.14806449,127.4265522,130.4072903,145.3109806,0,0,197.4738967,144.5657961,236.2234916,74.5184516,0,248.1464438,134.8783974,95.38361804,0,0,0,0
sc01,y2030,2030-08-02T05:00:00+02:00,85.02489814,76.36495481,141.7081636,58.25780058,55.89599785,107.0683903,98.40844692,134.6227554,137.7718257,153.5171772,0,0,208.6259075,152.7299096,249.5638214,78.72675754,0,262.1601026,142.4954311,100.7702496,0,0,0,0
sc01,y2030,2030-08-02T06:00:00+02:00,99.74718204,89.58774683,166.2453034,68.3452914,65.57453634,125.6075626,115.4481274,157.9330382,161.6273783,180.0990787,0,0,244.75003,179.1754937,292.776451,92.35850189,0,307.5538113,167.1688884,118.2188824,0,0,0,0
sc01,y2030,2030-08-02T07:00:00+02:00,117.1796907,105.2447222,195.2994845,80.28978807,77.03479666,147.5596105,135.624642,185.5345103,189.8744988,211.5744415,0,0,287.5242411,210.4894444,343.9440921,108.4997136,0,361.3040463,196.3844816,138.8796334,0,0,0,0
sc01,y2030,2030-08-02T08:00:00+02:00,124.7310688,112.0269784,207.8851146,85.46388046,81.99912855,157.0687533,144.3646629,197.4908589,202.1105281,225.2088742,0,0,306.0530854,224.0539569,366.1087852,115.4917303,0,384.5874621,209.0400319,147.8294148,0,0,0,0
sc01,y2030,2030-08-02T09:00:00+02:00,132.7579626,119.2363182,221.2632709,90.96378916,87.27606798,167.1766936,153.6550493,210.2001074,215.117069,239.7018768,0,0,325.7487044,238.4726365,389.6692049,122.9240394,0,409.3370512,222.4925113,157.3427704,0,0,0,0
sc01,y2030,2030-08-02T10:00:00+02:00,138.2232745,124.1449781,230.3721242,94.70853996,90.86900455,174.0589383,159.9806418,218.853518,223.9728985,249.5698012,0,0,339.1589607,248.2899561,405.7109077,127.9845135,0,426.1884298,231.6519694,163.8201772,0,0,0,0
sc01,y2030,2030-08-02T11:00:00+02:00,143.790588,129.1452504,239.65098,98.52318068,94.52899768,181.0696294,166.4242917,227.668431,232.9940084,259.621895,0,0,352.8194984,258.2905007,422.0520037,133.1394334,0,443.3543131,240.9823744,170.4184747,0,0,0,0
sc01,y2030,2030-08-02T12:00:00+02:00,143.7202941,129.082116,239.5338235,98.47501632,94.48278593,180.9811111,166.342933,227.5571323,232.8801062,259.4949754,0,0,352.6470179,258.164232,421.845678,133.0743464,0,443.1375735,240.864567,170.3351634,0,0,0,0
sc01,y2030,2030-08-02T13:00:00+02:00,143.4249232,128.8168291,239.0415386,98.27263255,94.2886069,180.6091625,166.0010685,227.0894617,232.4014959,258.9616668,0,0,351.9222652,257.6336583,420.9787097,132.8008548,0,442.2268465,240.3695472,169.9850941,0,0,0,0
sc01,y2030,2030-08-02T14:00:00+02:00,141.5543362,127.1367649,235.9238937,96.99093408,93.05886918,178.2536086,163.8360373,224.127699,229.3704522,255.5842182,0,0,347.3323991,254.2735299,415.4881906,131.0688298,0,436.4592034,237.234582,167.7681022,0,0,0,0
sc01,y2030,2030-08-02T15:00:00+02:00,140.684992,126.355965,234.4749867,96.39527229,92.48735585,177.1588788,162.8298518,222.7512373,227.9617926,254.0145689,0,0,345.1992859,252.7119301,412.9365043,130.2638815,0,433.7787253,235.7776255,166.7377683,0,0,0,0
sc01,y2030,2030-08-02T16:00:00+02:00,141.6345107,127.2087735,236.0575178,97.04586844,93.11157648,178.354569,163.9288318,224.2546419,229.5003646,255.7289777,0,0,347.5291235,254.417547,415.7235175,131.1430655,0,436.706408,237.3689485,167.8631238,0,0,0,0
sc01,y2030,2030-08-02T17:00:00+02:00,142.5968352,128.0730835,237.6613921,97.70523896,93.74421576,179.5663851,165.0426334,225.7783225,231.0596867,257.4665081,0,0,349.8903828,256.146167,418.5481183,132.0341067,0,439.6735753,238.9817331,169.0036566,0,0,0,0
sc01,y2030,2030-08-02T18:00:00+02:00,151.9677821,136.4895821,253.2796369,104.1260729,99.90474566,191.3668368,175.8886367,240.615655,246.2440914,274.3862733,0,0,372.8839099,272.9791642,446.0535828,140.7109094,0,468.5673283,254.686746,180.109964,0,0,0,0
sc01,y2030,2030-08-02T19:00:00+02:00,153.7271147,138.0697234,256.2118578,105.3315415,101.0613439,193.5822926,177.9249013,243.4012649,249.0948618,277.562846,0,0,377.2007907,276.1394468,451.2175496,142.339921,0,473.991937,257.635257,182.1950989,0,0,0,0
sc01,y2030,2030-08-02T20:00:00+02:00,151.3373056,135.9233208,252.2288427,103.6940798,99.49026571,190.5729033,175.1589185,239.6174005,245.2224859,273.2479129,0,0,371.3369072,271.8466415,444.2030173,140.1271348,0,466.6233589,253.630114,179.3627326,0,0,0,0
sc01,y2030,2030-08-02T21:00:00+02:00,146.8020893,131.8500247,244.6701488,100.5866167,96.50878093,184.8618902,169.9098256,232.4366414,237.8737558,265.0593279,0,0,360.2088302,263.7000493,430.8913177,135.9278605,0,452.6397754,246.0294274,173.9876614,0,0,0,0
sc01,y2030,2030-08-02T22:00:00+02:00,137.4586671,123.4582473,229.0977786,94.1846423,90.36634599,173.0960994,159.0956796,217.6428896,222.7339514,248.1892601,0,0,337.2828407,246.9164947,403.4666433,127.2765436,0,423.8308903,230.370544,162.9139759,0,0,0,0
sc01,y2030,2030-08-02T23:00:00+02:00,121.8787696,109.4651912,203.1312826,83.50952729,80.12400592,153.4769691,141.0633907,192.9747185,197.488747,220.0588895,0,0,299.0543883,218.9303824,357.7367588,112.8507126,0,375.7928728,204.2597897,144.4489121,0,0,0,0
sc01,y2030,2030-08-03T00:00:00+02:00,110.276686,99.04480133,183.7944767,75.55995153,72.49671025,138.8669379,127.6350533,174.6047529,178.6890746,199.1106831,0,0,270.5863129,198.0896027,323.6824951,102.1080426,0,340.0197819,184.8155571,130.6982945,0,0,0,0
sc01,y2030,2030-08-03T01:00:00+02:00,100.1615314,89.9598939,166.9358856,68.62919741,65.84693265,126.1293358,115.9276983,158.5890913,162.2987777,180.8472094,0,0,245.7667204,179.9197878,293.9926429,92.74215866,0,308.8313883,167.8633072,118.7099631,0,0,0,0
sc01,y2030,2030-08-03T02:00:00+02:00,92.02580116,82.6528029,153.3763353,63.05471561,60.49844336,115.8843422,106.5113439,145.7075185,149.1158815,166.1576965,0,0,225.8040492,165.3056058,270.1127682,85.20907515,0,283.7462203,154.228426,109.0676162,0,0,0,0
sc01,y2030,2030-08-03T03:00:00+02:00,85.88492568,77.13738695,143.1415428,58.84707871,56.46138633,108.1513879,99.40384917,135.9844657,139.1653888,155.0700047,0,0,210.7361602,154.2747739,252.0881615,79.52307933,0,264.8118542,143.9367736,101.7895415,0,0,0,0
sc01,y2030,2030-08-03T04:00:00+02:00,85.77543993,77.03905253,142.9590665,58.77206069,56.38940958,108.0135169,99.27712954,135.8111132,138.9879814,154.8723221,0,0,210.4675146,154.0781051,251.7668005,79.42170364,0,264.4742731,143.7532836,101.6597807,0,0,0,0
sc01,y2030,2030-08-03T05:00:00+02:00,87.52262932,78.60828744,145.8710489,59.96920898,57.53802483,110.2136814,101.2993395,138.5774964,141.8190753,158.0269696,0,0,214.7545997,157.2165749,256.8951249,81.03947159,0,269.8614404,146.6814436,103.7305236,0,0,0,0
sc01,y2030,2030-08-03T06:00:00+02:00,92.5654511,83.13748849,154.2757518,63.42447575,60.85321322,116.5639014,107.1359388,146.5619642,149.9903143,167.1320645,0,0,227.1281902,166.274977,271.6967407,85.70875102,0,285.4101409,155.1328393,109.7072013,0,0,0,0
sc01,y2030,2030-08-03T07:00:00+02:00,100.4107654,90.18374303,167.3512757,68.79996891,66.01078098,126.4431861,116.2161637,158.9837119,162.7026292,181.2972154,0,0,246.378267,180.3674861,294.7241911,92.97293096,0,309.5998601,168.281005,119.0053516,0,0,0,0
sc01,y2030,2030-08-03T08:00:00+02:00,116.1265282,104.2988262,193.5442136,79.56817671,76.34243982,146.2334058,134.4057039,183.8670029,188.1679855,209.6728981,0,0,284.9400923,208.5976525,340.8528651,107.5245631,0,358.0567952,194.6194593,137.6314408,0,0,0,0
sc01,y2030,2030-08-03T09:00:00+02:00,129.4228974,116.2409356,215.704829,88.67865193,85.08357145,162.9769819,149.7950202,204.9195876,209.7130282,233.6802314,0,0,317.5654427,232.4818713,379.8801711,119.8360161,0,399.0539337,216.9031892,153.3901006,0,0,0,0
sc01,y2030,2030-08-03T10:00:00+02:00,136.9641163,123.0140674,228.2735272,93.8457834,90.04122461,172.4733316,158.5232828,216.8598508,221.9325959,247.2963211,0,0,336.0693595,246.0281348,402.0150451,126.8186262,0,422.3060253,229.5417134,162.3278415,0,0,0,0
sc01,y2030,2030-08-03T11:00:00+02:00,142.0020364,127.5388661,236.6700607,97.29769163,93.35319062,178.8173792,164.3542088,224.8365577,230.0958924,256.3925658,0,0,348.4309227,255.0777321,416.8022736,131.4833671,0,437.8396123,237.9848944,168.2987098,0,0,0,0
sc01,y2030,2030-08-03T12:00:00+02:00,141.7924133,127.3505935,236.3206889,97.154061,93.21538285,178.5534094,164.1115895,224.5046545,229.7562253,256.0140797,0,0,347.9165698,254.7011869,416.186991,131.2892716,0,437.1932745,237.6335816,168.0502677,0,0,0,0
sc01,y2030,2030-08-03T13:00:00+02:00,140.4771478,126.1692901,234.1285796,96.2528605,92.35071751,176.897149,162.5892914,222.4221506,227.6250079,253.6392946,0,0,344.6892977,252.3385802,412.326443,130.0714331,0,433.1378723,235.4292939,166.4914344,0,0,0,0
sc01,y2030,2030-08-03T14:00:00+02:00,136.0102022,122.1573112,226.6836703,93.19217555,89.41411438,171.2721064,157.4192155,215.3494867,220.3869016,245.5739761,0,0,333.7287368,244.3146224,399.2151304,125.9353724,0,419.36479,227.943024,161.1972766,0,0,0,0
sc01,y2030,2030-08-03T15:00:00+02:00,131.6553069,118.2459701,219.4255115,90.20826585,86.55117399,165.7881643,152.3788274,208.4542359,213.3303584,237.7109708,0,0,323.0431142,236.4919402,386.4327064,121.903062,0,405.9371963,220.6445421,156.0359193,0,0,0,0
sc01,y2030,2030-08-03T16:00:00+02:00,129.6359033,116.4322465,216.0598388,88.82460039,85.22360308,163.2452115,150.0415547,205.2568468,210.0581766,234.0648253,0,0,318.088096,232.8644929,380.5053827,120.0332438,0,399.7107018,217.2601712,153.642552,0,0,0,0
sc01,y2030,2030-08-03T17:00:00+02:00,128.8324425,115.7106197,214.7207375,88.27408099,84.69540203,162.2334461,149.1116233,203.9847007,208.7562726,232.6141323,0,0,316.1166414,231.4212394,378.1470767,119.2892986,0,397.2333645,215.9136305,152.6903023,0,0,0,0
sc01,y2030,2030-08-03T18:00:00+02:00,139.8298999,125.5879656,233.0498331,95.80937584,91.92521196,176.0820961,161.8401619,221.3973415,226.5762267,252.4706526,0,0,343.1011432,251.1759313,410.4266506,129.4721295,0,431.1421913,234.3445544,165.7243258,0,0,0,0
sc01,y2030,2030-08-03T19:00:00+02:00,142.7040176,128.1693492,237.8400294,97.77867874,93.81467825,179.7013555,165.1666871,225.9480279,231.2333619,257.6600318,0,0,350.1533766,256.3386983,418.8627184,132.1333496,0,440.0040543,239.1613629,169.1306876,0,0,0,0
sc01,y2030,2030-08-03T20:00:00+02:00,141.6344793,127.2087453,236.0574655,97.04584691,93.11155582,178.3545295,163.9287955,224.2545922,229.5003136,255.7289209,0,0,347.5290464,254.4174906,415.7234253,131.1430364,0,436.7063111,237.3688958,167.8630866,0,0,0,0
sc01,y2030,2030-08-03T21:00:00+02:00,138.1232615,124.0551516,230.2054359,94.64001252,90.80325526,173.932996,159.864886,218.6951641,223.8108404,249.3892222,0,0,338.9135584,248.1103031,405.4173509,127.8919088,0,425.8800564,231.484355,163.7016433,0,0,0,0
sc01,y2030,2030-08-03T22:00:00+02:00,130.4408141,117.1551756,217.4013568,89.37611335,85.7527574,164.2588029,150.9731644,206.531289,211.3624302,235.5181365,0,0,320.0631086,234.3103512,382.867945,120.7785316,0,402.1925101,218.6091421,154.5965204,0,0,0,0
sc01,y2030,2030-08-03T23:00:00+02:00,116.89101,104.9854442,194.81835,80.09198835,76.84501585,147.1960867,135.2905209,185.0774325,189.4067292,211.0532125,0,0,286.8159042,209.9708884,343.0967609,108.2324167,0,360.4139476,195.9006742,138.5374934,0,0,0,0
sc01,y2030,2030-08-04T00:00:00+02:00,109.134112,98.01860055,181.8901866,74.77707671,71.7455736,137.428141,126.3126296,172.7956773,176.8376814,197.0477021,0,0,267.7827747,196.0372011,320.3288286,101.0501037,0,336.4968452,182.9006876,129.3441327,0,0,0,0
sc01,y2030,2030-08-04T01:00:00+02:00,98.91246079,88.83804349,164.8541013,67.77335276,65.02578441,124.5564321,114.4820148,156.6113962,160.2748207,178.5919431,0,0,242.7018714,177.676087,290.3263895,91.58561184,0,304.9800874,165.7699574,117.2295832,0,0,0,0
sc01,y2030,2030-08-04T02:00:00+02:00,91.05185309,81.77805324,151.7530885,62.38738082,59.85816268,114.6578891,105.3840892,144.1654341,147.5377249,164.3991792,0,0,223.4142692,163.5561065,267.2540503,84.30727138,0,280.7432137,152.5961612,107.9133074,0,0,0,0
sc01,y2030,2030-08-04T03:00:00+02:00,84.44563475,75.84469047,140.7427246,57.86089789,55.51518581,106.3389475,97.73800319,133.7055884,136.8332045,152.471285,0,0,207.2045668,151.6893809,247.8635761,78.19040255,0,260.3740405,141.5246286,100.0837153,0,0,0,0
sc01,y2030,2030-08-04T04:00:00+02:00,83.72538493,75.19779943,139.5423082,57.36739338,55.04168824,105.4319662,96.90438071,132.5651928,135.666133,151.1708339,0,0,205.4372871,150.3955989,245.7495095,77.52350457,0,258.1532702,140.3175433,99.23008584,0,0,0,0
sc01,y2030,2030-08-04T05:00:00+02:00,84.51537345,75.90732616,140.8589558,57.90868181,55.56103255,106.4267666,97.81871927,133.816008,136.946207,152.5972021,0,0,207.3756849,151.8146523,248.0682721,78.25497542,0,260.5890681,141.6415055,100.1663685,0,0,0,0
sc01,y2030,2030-08-04T06:00:00+02:00,85.16151908,76.48766065,141.9358651,58.35141122,55.98581347,107.2404314,98.566573,134.8390719,137.9932022,153.7638539,0,0,208.9611348,152.9753213,249.9648291,78.8532584,0,262.5813505,142.7243977,100.9321708,0,0,0,0
sc01,y2030,2030-08-04T07:00:00+02:00,82.81968249,74.38434446,138.0328041,56.74681948,54.44627275,104.291452,95.85611399,131.1311639,134.1985596,149.5355378,0,0,203.2149617,148.7686889,243.0911051,76.68489119,0,255.3606877,138.7996531,98.15666073,0,0,0,0
sc01,y2030,2030-08-04T08:00:00+02:00,92.43916234,83.02406247,154.0652706,63.33794456,60.77019006,116.4048711,106.9897712,146.362007,149.7856797,166.9040431,0,0,226.818315,166.0481249,271.3260598,85.59181698,0,285.0207505,154.9211887,109.5575257,0,0,0,0
sc01,y2030,2030-08-04T09:00:00+02:00,103.1260508,92.62247156,171.8767513,70.66044222,67.7958297,129.8624344,119.3588551,163.2829138,167.1023971,186.199814,0,0,253.0407728,185.2449431,302.6940565,95.48708408,0,317.97199,172.8316222,122.2234676,0,0,0,0
sc01,y2030,2030-08-04T10:00:00+02:00,111.6746022,100.3003372,186.124337,76.51778298,73.4157107,140.6272768,129.2530118,176.8181201,180.9542165,201.6346984,0,0,274.016385,200.6006743,327.7856379,103.4024094,0,344.3300234,187.1583611,132.3550841,0,0,0,0
sc01,y2030,2030-08-04T11:00:00+02:00,117.3503314,105.3979829,195.5838857,80.40670857,77.14697714,147.7744914,135.8221429,185.8046914,190.151,211.8825428,0,0,287.9429428,210.7959657,344.4449543,108.6577143,0,361.8301886,196.6704628,139.0818743,0,0,0,0
sc01,y2030,2030-08-04T12:00:00+02:00,118.3664436,106.3106022,197.2774061,81.1029336,77.81497683,149.0540401,136.9981986,187.4135358,191.7974781,213.7171899,0,0,290.4361811,212.6212043,347.4274318,109.5985589,0,364.9632012,198.3733916,140.2861554,0,0,0,0
sc01,y2030,2030-08-04T13:00:00+02:00,119.7642038,107.5659978,199.6070063,82.06065813,78.73387469,150.8141825,138.6159766,189.6266559,194.0623672,216.2409234,0,0,293.8658703,215.1319956,351.5301166,110.8927813,0,369.2729616,200.7159341,141.94276,0,0,0,0
sc01,y2030,2030-08-04T14:00:00+02:00,117.1575779,105.2248617,195.2626299,80.27463672,77.02025956,147.5317648,135.5990485,185.4994984,189.8386679,211.5345157,0,0,287.4699829,210.4497233,343.879187,108.4792388,0,361.2358653,196.3474223,138.8534257,0,0,0,0
sc01,y2030,2030-08-04T15:00:00+02:00,112.4951298,101.0372925,187.491883,77.07999633,73.95513162,141.6605338,130.2026965,178.1172888,182.2837751,203.1162066,0,0,276.0297166,202.074585,330.1940383,104.1621572,0,346.8599835,188.5335045,133.3275612,0,0,0,0
sc01,y2030,2030-08-04T16:00:00+02:00,109.7094632,98.5353512,182.8491053,75.17129886,72.12381377,138.1526574,126.9785454,173.7066501,177.7699635,198.0865308,0,0,269.1945162,197.0707024,322.017591,101.5828363,0,338.2708449,183.8649337,130.0260305,0,0,0,0
sc01,y2030,2030-08-04T17:00:00+02:00,110.6919667,99.41778489,184.4866111,75.84449569,72.76971884,139.389884,128.1157022,175.2622806,179.361983,199.8604954,0,0,271.6052886,198.8355698,324.9014207,102.4925617,0,341.3002306,185.5115368,131.190479,0,0,0,0
sc01,y2030,2030-08-04T18:00:00+02:00,121.7629479,109.3611662,202.9382465,83.43016801,80.0478639,153.3311196,140.9293378,192.7913342,197.301073,219.849767,0,0,298.7701962,218.7223323,357.3968008,112.7434703,0,375.435756,204.0656812,144.311642,0,0,0,0
sc01,y2030,2030-08-04T19:00:00+02:00,131.7829486,118.3606112,219.6382476,90.29572401,86.63508655,165.9488982,152.5265608,208.6563352,213.5371852,237.9414349,0,0,323.356309,236.7212224,386.8073583,122.0212487,0,406.3307581,220.8584601,156.1871983,0,0,0,0
sc01,y2030,2030-08-04T20:00:00+02:00,132.6207877,119.1131149,221.0346461,90.86979896,87.18588819,167.0039548,153.496282,209.9829138,214.8947948,239.4542,0,0,325.4121179,238.2262297,389.2665712,122.7970256,0,408.9140953,222.2626164,157.1801928,0,0,0,0
sc01,y2030,2030-08-04T21:00:00+02:00,131.2216035,117.8564402,218.7026726,89.91109873,86.26605418,165.2420193,151.876856,207.7675389,212.6275983,236.9278953,0,0,321.9789346,235.7128804,385.1597067,121.5014848,0,404.5999443,219.9176874,155.5219005,0,0,0,0
sc01,y2030,2030-08-04T22:00:00+02:00,123.8447562,111.2309385,206.4079271,84.85659225,81.41646013,155.952656,143.3388383,196.0875307,200.6743736,223.6085877,0,0,303.8783371,222.461877,363.5072938,114.6710706,0,381.8546651,207.5546378,146.7789704,0,0,0,0
sc01,y2030,2030-08-04T23:00:00+02:00,109.202098,98.07966207,182.0034966,74.82365972,71.79026811,137.513753,126.3913171,172.9033218,176.9478439,197.1704547,0,0,267.9495922,196.1593241,320.5283802,101.1130537,0,336.7064687,183.0146272,129.4247087,0,0,0,0
sc01,y2030,2030-08-05T00:00:00+02:00,102.2315163,91.81904709,170.3858606,70.04752046,67.20775612,128.7359835,118.3235143,161.8665675,165.65292,184.5846823,0,0,250.8458503,183.6380942,300.0684322,94.65881143,0,315.2138421,171.3324487,121.1632786,0,0,0,0
sc01,y2030,2030-08-05T01:00:00+02:00,91.93430607,82.57062675,153.2238435,62.99202453,60.43829381,115.7691262,106.4054468,145.5626513,148.9676256,165.9924971,0,0,225.5795473,165.1412535,269.8442132,85.12435747,0,283.4641104,154.075087,108.9591776,0,0,0,0
sc01,y2030,2030-08-05T02:00:00+02:00,84.68316833,76.05803081,141.1386139,58.02365237,55.67134214,106.6380638,98.0129263,134.0816832,137.2180968,152.900165,0,0,207.7874038,152.1160616,248.5607811,78.41034104,0,261.1064357,141.9227173,100.3652365,0,0,0,0
sc01,y2030,2030-08-05T03:00:00+02:00,80.17539173,72.00937961,133.6256529,54.93499063,52.70789641,100.9616044,92.79559228,126.9443702,129.9138292,144.7611239,0,0,196.7266556,144.0187592,235.329622,74.23647382,0,247.2074578,134.3680176,95.02268649,0,0,0,0
sc01,y2030,2030-08-05T04:00:00+02:00,80.47992772,72.28289805,134.1332129,55.14365418,52.90810063,101.3450942,93.14806449,127.4265522,130.4072903,145.3109806,0,0,197.4738967,144.5657961,236.2234916,74.5184516,0,248.1464438,134.8783974,95.38361804,0,0,0,0
sc01,y2030,2030-08-05T05:00:00+02:00,85.02489814,76.36495481,141.7081636,58.25780058,55.89599785,107.0683903,98.40844692,134.6227554,137.7718257,153.5171772,0,0,208.6259075,152.7299096,249.5638214,78.72675754,0,262.1601026,142.4954311,100.7702496,0,0,0,0
sc01,y2030,2030-08-05T06:00:00+02:00,99.74718204,89.58774683,166.2453034,68.3452914,65.57453634,125.6075626,115.4481274,157.9330382,161.6273783,180.0990787,0,0,244.75003,179.1754937,292.776451,92.35850189,0,307.5538113,167.1688884,118.2188824,0,0,0,0
sc01,y2030,2030-08-05T07:00:00+02:00,117.1796907,105.2447222,195.2994845,80.28978807,77.03479666,147.5596105,135.624642,185.5345103,189.8744988,211.5744415,0,0,287.5242411,210.4894444,343.9440921,108.4997136,0,361.3040463,196.3844816,138.8796334,0,0,0,0
sc01,y2030,2030-08-05T08:00:00+02:00,124.7310688,112.0269784,207.8851146,85.46388046,81.99912855,157.0687533,144.3646629,197.4908589,202.1105281,225.2088742,0,0,306.0530854,224.0539569,366.1087852,115.4917303,0,384.5874621,209.0400319,147.8294148,0,0,0,0
sc01,y2030,2030-08-05T09:00:00+02:00,132.7579626,119.2363182,221.2632709,90.96378916,87.27606798,167.1766936,153.6550493,210.2001074,215.117069,239.7018768,0,0,325.7487044,238.4726365,389.6692049,122.9240394,0,409.3370512,222.4925113,157.3427704,0,0,0,0
sc01,y2030,2030-08-05T10:00:00+02:00,138.2232745,124.1449781,230.3721242,94.70853996,90.86900455,174.0589383,159.9806418,218.853518,223.9728985,249.5698012,0,0,339.1589607,248.2899561,405.7109077,127.9845135,0,426.1884298,231.6519694,163.8201772,0,0,0,0
sc01,y2030,2030-08-05T11:00:00+02:00,143.790588,129.1452504,239.65098,98.52318068,94.52899768,181.0696294,166.4242917,227.668431,232.9940084,259.621895,0,0,352.8194984,258.2905007,422.0520037,133.1394334,0,443.3543131,240.9823744,170.4184747,0,0,0,0
sc01,y2030,2030-08-05T12:00:00+02:00,143.7202941,129.082116,239.5338235,98.47501632,94.48278593,180.9811111,166.342933,227.5571323,232.8801062,259.4949754,0,0,352.6470179,258.164232,421.845678,133.0743464,0,443.1375735,240.864567,170.3351634,0,0,0,0
sc01,y2030,2030-08-05T13:00:00+02:00,143.4249232,128.8168291,239.0415386,98.27263255,94.2886069,180.6091625,166.0010685,227.0894617,232.4014959,258.9616668,0,0,351.9222652,257.6336583,420.9787097,132.8008548,0,442.2268465,240.3695472,169.9850941,0,0,0,0
