,,,,,MW 
sc01,y2030,1/12/2030 14:00,Solar_PV,Sol_S108,250
sc01,y2030,1/12/2030 14:00,Solar_PV,Sol_S109,77.00424
sc01,y2030,1/12/2030 14:00,Solar_PV,Sol_S110,150
sc01,y2030,1/12/2030 14:00,Solar_PV,Sol_S111,150
sc01,y2030,1/12/2030 15:00,Gas,Gas_C1,80
sc01,y2030,1/12/2030 15:00,Gas,Gas_C2,80
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C3,0
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C4,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C5,80
sc01,y2030,1/12/2030 15:00,Gas,Gas_C6,81.98376515
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C7,0
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C8,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C9,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C10,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C11,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C12,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C13,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C14,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C16,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C17,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C18,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C19,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C20,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C21,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C22,155
sc01,y2030,1/12/2030 15:00,Nuclear,Nuc_N23,400
sc01,y2030,1/12/2030 15:00,Nuclear,Nuc_N24,400
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H25,0
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H26,0
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H27,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C31,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C32,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C33,350
sc01,y2030,1/12/2030 15:00,Gas,Gas_C34,85
sc01,y2030,1/12/2030 15:00,Gas,Gas_C35,85
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C36,0
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C37,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C38,80
sc01,y2030,1/12/2030 15:00,Gas,Gas_C39,85
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C40,0
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C41,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C42,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C43,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C44,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C45,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C46,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C47,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C49,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C50,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C51,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C52,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C53,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C54,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C55,155
sc01,y2030,1/12/2030 15:00,Nuclear,Nuc_N56,800
sc01,y2030,1/12/2030 15:00,Nuclear,Nuc_N57,800
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H58,0
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H59,0
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H60,100
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H62,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C64,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C65,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C66,350
sc01,y2030,1/12/2030 15:00,Gas,Gas_C67,120
sc01,y2030,1/12/2030 15:00,Gas,Gas_C68,120
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C69,152
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C70,152
sc01,y2030,1/12/2030 15:00,Gas,Gas_C71,120
sc01,y2030,1/12/2030 15:00,Gas,Gas_C72,120
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C73,152
sc01,y2030,1/12/2030 15:00,Anthracite,Ant_C74,152
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C75,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C76,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C77,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C78,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C79,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C80,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C82,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C83,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C84,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C85,0
sc01,y2030,1/12/2030 15:00,Subbituminous,Sub_C86,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C87,155
sc01,y2030,1/12/2030 15:00,Gas,Gas_C88,155
sc01,y2030,1/12/2030 15:00,Nuclear,Nuc_N89,100
sc01,y2030,1/12/2030 15:00,Nuclear,Nuc_N90,100
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H91,0
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H92,0
sc01,y2030,1/12/2030 15:00,Hydro,Hyd_H93,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/12/2030 15:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/12/2030 15:00,Gas,Gas_C97,350
sc01,y2030,1/12/2030 15:00,Gas,Gas_C98,350
sc01,y2030,1/12/2030 15:00,Gas,Gas_C99,350
sc01,y2030,1/12/2030 15:00,Onshore_wind,Ons_W100,594.3474375
sc01,y2030,1/12/2030 15:00,Onshore_wind,Ons_W101,189.91209
sc01,y2030,1/12/2030 15:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/12/2030 15:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/12/2030 15:00,Onshore_wind,Ons_W104,189.91209
sc01,y2030,1/12/2030 15:00,Onshore_wind,Ons_W105,379.82418
sc01,y2030,1/12/2030 15:00,Solar_PV,Sol_S106,61.86357
sc01,y2030,1/12/2030 15:00,Solar_PV,Sol_S107,185.59071
sc01,y2030,1/12/2030 15:00,Solar_PV,Sol_S108,250
sc01,y2030,1/12/2030 15:00,Solar_PV,Sol_S109,61.86357
sc01,y2030,1/12/2030 15:00,Solar_PV,Sol_S110,150
sc01,y2030,1/12/2030 15:00,Solar_PV,Sol_S111,150
sc01,y2030,1/12/2030 16:00,Gas,Gas_C1,75
sc01,y2030,1/12/2030 16:00,Gas,Gas_C2,75
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C3,0
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C4,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C5,75
sc01,y2030,1/12/2030 16:00,Gas,Gas_C6,76.98376515
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C7,0
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C8,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C9,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C10,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C11,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C12,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C13,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C14,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C16,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C17,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C18,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C19,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C20,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C21,145
sc01,y2030,1/12/2030 16:00,Gas,Gas_C22,145
sc01,y2030,1/12/2030 16:00,Nuclear,Nuc_N23,400
sc01,y2030,1/12/2030 16:00,Nuclear,Nuc_N24,400
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H25,0
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H26,0
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H27,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C31,145
sc01,y2030,1/12/2030 16:00,Gas,Gas_C32,145
sc01,y2030,1/12/2030 16:00,Gas,Gas_C33,330
sc01,y2030,1/12/2030 16:00,Gas,Gas_C34,80
sc01,y2030,1/12/2030 16:00,Gas,Gas_C35,80
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C36,0
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C37,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C38,75
sc01,y2030,1/12/2030 16:00,Gas,Gas_C39,80
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C40,0
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C41,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C42,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C43,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C44,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C45,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C46,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C47,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C49,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C50,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C51,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C52,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C53,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C54,145
sc01,y2030,1/12/2030 16:00,Gas,Gas_C55,145
sc01,y2030,1/12/2030 16:00,Nuclear,Nuc_N56,800
sc01,y2030,1/12/2030 16:00,Nuclear,Nuc_N57,800
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H58,0
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H59,0
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H60,100
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H62,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C64,155
sc01,y2030,1/12/2030 16:00,Gas,Gas_C65,155
sc01,y2030,1/12/2030 16:00,Gas,Gas_C66,350
sc01,y2030,1/12/2030 16:00,Gas,Gas_C67,120
sc01,y2030,1/12/2030 16:00,Gas,Gas_C68,120
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C69,152
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C70,152
sc01,y2030,1/12/2030 16:00,Gas,Gas_C71,120
sc01,y2030,1/12/2030 16:00,Gas,Gas_C72,120
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C73,148.3232538
sc01,y2030,1/12/2030 16:00,Anthracite,Ant_C74,152
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C75,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C76,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C77,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C78,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C79,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C80,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C82,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C83,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C84,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C85,0
sc01,y2030,1/12/2030 16:00,Subbituminous,Sub_C86,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C87,155
sc01,y2030,1/12/2030 16:00,Gas,Gas_C88,155
sc01,y2030,1/12/2030 16:00,Nuclear,Nuc_N89,100
sc01,y2030,1/12/2030 16:00,Nuclear,Nuc_N90,100
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H91,0
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H92,0
sc01,y2030,1/12/2030 16:00,Hydro,Hyd_H93,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/12/2030 16:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/12/2030 16:00,Gas,Gas_C97,350
sc01,y2030,1/12/2030 16:00,Gas,Gas_C98,350
sc01,y2030,1/12/2030 16:00,Gas,Gas_C99,350
sc01,y2030,1/12/2030 16:00,Onshore_wind,Ons_W100,593.1598125
sc01,y2030,1/12/2030 16:00,Onshore_wind,Ons_W101,178.15569
sc01,y2030,1/12/2030 16:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/12/2030 16:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/12/2030 16:00,Onshore_wind,Ons_W104,178.15569
sc01,y2030,1/12/2030 16:00,Onshore_wind,Ons_W105,356.31138
sc01,y2030,1/12/2030 16:00,Solar_PV,Sol_S106,34.42659
sc01,y2030,1/12/2030 16:00,Solar_PV,Sol_S107,103.27977
sc01,y2030,1/12/2030 16:00,Solar_PV,Sol_S108,250
sc01,y2030,1/12/2030 16:00,Solar_PV,Sol_S109,34.42659
sc01,y2030,1/12/2030 16:00,Solar_PV,Sol_S110,103.27977
sc01,y2030,1/12/2030 16:00,Solar_PV,Sol_S111,150
sc01,y2030,1/12/2030 17:00,Gas,Gas_C1,75
sc01,y2030,1/12/2030 17:00,Gas,Gas_C2,75
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C3,0
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C4,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C5,75
sc01,y2030,1/12/2030 17:00,Gas,Gas_C6,75.51956147
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C7,0
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C8,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C9,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C10,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C11,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C12,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C13,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C14,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C16,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C17,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C18,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C19,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C20,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C21,155
sc01,y2030,1/12/2030 17:00,Gas,Gas_C22,155
sc01,y2030,1/12/2030 17:00,Nuclear,Nuc_N23,400
sc01,y2030,1/12/2030 17:00,Nuclear,Nuc_N24,400
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H25,0
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H26,0
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H27,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C31,154.6978294
sc01,y2030,1/12/2030 17:00,Gas,Gas_C32,155
sc01,y2030,1/12/2030 17:00,Gas,Gas_C33,350
sc01,y2030,1/12/2030 17:00,Gas,Gas_C34,75
sc01,y2030,1/12/2030 17:00,Gas,Gas_C35,75
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C36,0
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C37,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C38,75
sc01,y2030,1/12/2030 17:00,Gas,Gas_C39,75
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C40,0
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C41,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C42,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C43,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C44,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C45,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C46,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C47,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C49,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C50,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C51,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C52,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C53,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C54,145
sc01,y2030,1/12/2030 17:00,Gas,Gas_C55,155
sc01,y2030,1/12/2030 17:00,Nuclear,Nuc_N56,800
sc01,y2030,1/12/2030 17:00,Nuclear,Nuc_N57,800
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H58,0
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H59,0
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H60,100
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H62,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C64,155
sc01,y2030,1/12/2030 17:00,Gas,Gas_C65,155
sc01,y2030,1/12/2030 17:00,Gas,Gas_C66,350
sc01,y2030,1/12/2030 17:00,Gas,Gas_C67,120
sc01,y2030,1/12/2030 17:00,Gas,Gas_C68,120
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C69,152
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C70,152
sc01,y2030,1/12/2030 17:00,Gas,Gas_C71,120
sc01,y2030,1/12/2030 17:00,Gas,Gas_C72,120
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C73,152
sc01,y2030,1/12/2030 17:00,Anthracite,Ant_C74,152
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C75,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C76,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C77,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C78,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C79,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C80,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C82,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C83,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C84,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C85,0
sc01,y2030,1/12/2030 17:00,Subbituminous,Sub_C86,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C87,155
sc01,y2030,1/12/2030 17:00,Gas,Gas_C88,155
sc01,y2030,1/12/2030 17:00,Nuclear,Nuc_N89,100
sc01,y2030,1/12/2030 17:00,Nuclear,Nuc_N90,100
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H91,0
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H92,0
sc01,y2030,1/12/2030 17:00,Hydro,Hyd_H93,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/12/2030 17:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/12/2030 17:00,Gas,Gas_C97,350
sc01,y2030,1/12/2030 17:00,Gas,Gas_C98,350
sc01,y2030,1/12/2030 17:00,Gas,Gas_C99,350
sc01,y2030,1/12/2030 17:00,Onshore_wind,Ons_W100,598.4595
sc01,y2030,1/12/2030 17:00,Onshore_wind,Ons_W101,181.06554
sc01,y2030,1/12/2030 17:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/12/2030 17:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/12/2030 17:00,Onshore_wind,Ons_W104,181.06554
sc01,y2030,1/12/2030 17:00,Onshore_wind,Ons_W105,362.13108
sc01,y2030,1/12/2030 17:00,Solar_PV,Sol_S106,8.23791
sc01,y2030,1/12/2030 17:00,Solar_PV,Sol_S107,24.71373
sc01,y2030,1/12/2030 17:00,Solar_PV,Sol_S108,137.2985
sc01,y2030,1/12/2030 17:00,Solar_PV,Sol_S109,8.23791
sc01,y2030,1/12/2030 17:00,Solar_PV,Sol_S110,24.71373
sc01,y2030,1/12/2030 17:00,Solar_PV,Sol_S111,137.2985
sc01,y2030,1/12/2030 18:00,Gas,Gas_C1,80
sc01,y2030,1/12/2030 18:00,Gas,Gas_C2,80
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C3,0
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C4,0
sc01,y2030,1/12/2030 18:00,Gas,Gas_C5,80
sc01,y2030,1/12/2030 18:00,Gas,Gas_C6,80.51956147
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C7,0
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C8,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C9,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C10,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C11,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C12,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C13,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C14,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C16,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C17,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C18,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C19,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C20,0
sc01,y2030,1/12/2030 18:00,Gas,Gas_C21,155
sc01,y2030,1/12/2030 18:00,Gas,Gas_C22,155
sc01,y2030,1/12/2030 18:00,Nuclear,Nuc_N23,400
sc01,y2030,1/12/2030 18:00,Nuclear,Nuc_N24,400
sc01,y2030,1/12/2030 18:00,Hydro,Hyd_H25,0
sc01,y2030,1/12/2030 18:00,Hydro,Hyd_H26,0
sc01,y2030,1/12/2030 18:00,Hydro,Hyd_H27,0
sc01,y2030,1/12/2030 18:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/12/2030 18:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/12/2030 18:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/12/2030 18:00,Gas,Gas_C31,155
sc01,y2030,1/12/2030 18:00,Gas,Gas_C32,155
sc01,y2030,1/12/2030 18:00,Gas,Gas_C33,350
sc01,y2030,1/12/2030 18:00,Gas,Gas_C34,80
sc01,y2030,1/12/2030 18:00,Gas,Gas_C35,80
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C36,0
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C37,0
sc01,y2030,1/12/2030 18:00,Gas,Gas_C38,80
sc01,y2030,1/12/2030 18:00,Gas,Gas_C39,80
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C40,0
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C41,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C42,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C43,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C44,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C45,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C46,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C47,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C49,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C50,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C51,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C52,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C53,0
sc01,y2030,1/12/2030 18:00,Gas,Gas_C54,155
sc01,y2030,1/12/2030 18:00,Gas,Gas_C55,155
sc01,y2030,1/12/2030 18:00,Nuclear,Nuc_N56,800
sc01,y2030,1/12/2030 18:00,Nuclear,Nuc_N57,800
sc01,y2030,1/12/2030 18:00,Hydro,Hyd_H58,0
sc01,y2030,1/12/2030 18:00,Hydro,Hyd_H59,0
sc01,y2030,1/12/2030 18:00,Hydro,Hyd_H60,100
sc01,y2030,1/12/2030 18:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/12/2030 18:00,PumpedStorageHydro,Pum_H62,0
sc01,y2030,1/12/2030 18:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/12/2030 18:00,Gas,Gas_C64,155
sc01,y2030,1/12/2030 18:00,Gas,Gas_C65,155
sc01,y2030,1/12/2030 18:00,Gas,Gas_C66,350
sc01,y2030,1/12/2030 18:00,Gas,Gas_C67,120
sc01,y2030,1/12/2030 18:00,Gas,Gas_C68,120
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C69,152
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C70,152
sc01,y2030,1/12/2030 18:00,Gas,Gas_C71,120
sc01,y2030,1/12/2030 18:00,Gas,Gas_C72,120
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C73,152
sc01,y2030,1/12/2030 18:00,Anthracite,Ant_C74,152
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C75,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C76,0
sc01,y2030,1/12/2030 18:00,Subbituminous,Sub_C77,0
